grade_biologi_odd,kkm_biologi_odd,grade_biologi_even,kkm_biologi_even,grade_fisika_odd,kkm_fisika_odd,grade_fisika_even,kkm_fisika_even,grade_kimia_odd,kkm_kimia_odd,grade_kimia_even,kkm_kimia_even,grade_sosiologi_odd,kkm_sosiologi_odd,grade_sosiologi_even,kkm_sosiologi_even,grade_geografi_odd,kkm_geografi_odd,grade_geografi_even,kkm_geografi_even,grade_ekonomi_odd,kkm_ekonomi_odd,grade_ekonomi_even,kkm_ekonomi_even,grade_matematika_odd,kkm_matematika_odd,grade_matematika_even,kkm_matematika_even,grade_bahasa_inggris_odd,kkm_bahasa_inggris_odd,grade_bahasa_inggris_even,kkm_bahasa_inggris_even,grade_bahasa_indonesia_odd,kkm_bahasa_indonesia_odd,grade_bahasa_indonesia_even,kkm_bahasa_indonesia_even,grade_bahasa_mandarin_odd,kkm_bahasa_mandarin_odd,grade_bahasa_mandarin_even,kkm_bahasa_mandarin_even,grade_bahasa_jepang_odd,kkm_bahasa_jepang_odd,grade_bahasa_jepang_even,kkm_bahasa_jepang_even,grade_bahasa_korea_odd,kkm_bahasa_korea_odd,grade_bahasa_korea_even,kkm_bahasa_korea_even,grade_bahasa_jerman_odd,kkm_bahasa_jerman_odd,grade_bahasa_jerman_even,kkm_bahasa_jerman_even,name,status
0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,78,0,0,84,75,80,70,80,75,78,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73,75,73,74,73,73,73,75,73,75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,1
0,0,84,75,81,0,75,0,0,0,79,72,0,0,0,0,0,0,0,0,71,0,0,0,0,75,86,75,84,0,78,0,0,76,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,65,73,65,78,65,80,65,76,65,78,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,76,0,74,0,75,0,78,0,0,88,0,82,0,96,0,82,0,0,72,0,0,0,0,83,0,0,0,96,75,85,70,84,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Komputer,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,75,79,75,75,75,77,75,76,75,77,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra China,1
93,73,0,71,76,0,79,0,78,0,70,75,0,0,0,0,82,0,0,0,0,0,0,0,83,75,0,76,0,75,0,75,0,75,86,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seni Rupa Murni,0
0,0,0,0,0,0,0,0,0,0,0,0,85,70,86,72,75,70,82,72,80,70,87,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
88,70,90,70,73,70,83,70,77,70,79,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
92,75,0,0,0,0,76,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,75,75,75,0,65,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,82,75,88,75,94,75,94,75,90,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,76,90,76,89,76,89,76,98,76,97,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,84,0,0,0,90,75,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,87,0,80,0,82,75,88,75,0,75,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70,88,70,85,70,86,70,88,70,89,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,75,0,76,0,0,87,78,87,0,0,0,0,0,83,0,0,0,0,0,0,75,0,0,0,70,0,70,86,75,93,80,87,70,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,75,88,0,88,73,82,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
91,75,90,75,92,70,89,75,90,72,90,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,92,0,92,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,78,76,73,0,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra China,0
84,73,85,73,83,73,85,73,82,73,85,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Interior,1
78,70,78,70,81,70,80,70,80,70,81,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,89,76,90,76,85,76,84,76,85,76,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Inggris,1
0,0,0,70,0,0,0,0,0,75,88,67,0,0,0,0,81,0,89,0,0,0,0,0,0,70,0,67,77,0,0,0,84,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
83,73,82,73,69,73,76,73,62,73,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
85,75,74,75,98,75,89,75,91,75,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,70,55,70,64,70,72,70,75,70,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,70,0,0,0,0,0,75,0,0,0,73,0,0,0,0,0,0,0,0,0,0,67,0,86,70,76,77,82,0,0,75,0,71,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Komputer,0
0,0,0,67,0,0,0,0,87,76,82,0,85,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,89,71,0,0,84,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,70,86,70,80,75,75,0,90,73,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
0,70,85,0,0,75,64,0,0,0,0,74,0,75,82,0,0,0,0,0,0,0,0,0,0,0,0,0,88,70,0,0,84,75,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Jepang,0
86,76,84,76,90,76,88,76,83,76,86,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,70,77,70,85,70,90,70,82,70,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,1
0,0,0,0,0,68,0,70,0,75,84,76,0,0,0,75,0,0,0,0,0,0,86,75,86,0,0,0,79,71,0,0,89,0,100,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Interior,0
82,75,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,0,0,0,0,0,75,0,0,77,75,76,84,0,0,0,87,0,85,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra China,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,87,75,85,75,90,75,88,75,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,86,75,82,75,83,75,84,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,65,90,65,90,65,89,65,92,65,90,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,75,72,74,72,77,72,79,72,72,72,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,88,0,0,0,0,75,0,0,0,0,0,75,0,0,0,0,79,78,95,0,92,75,90,75,84,70,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,73,70,82,70,80,70,80,70,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,0,0,0,0,75,75,82,75,75,75,85,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,0,0,0,0,0,0,0,0,0,0,0,76,75,87,75,77,75,85,75,88,75,94,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,75,79,75,76,75,78,75,81,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,70,0,0,0,0,0,0,96,0,0,0,80,0,0,0,0,0,65,0,0,0,0,0,76,75,0,0,75,75,89,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,70,88,70,84,70,93,70,85,70,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
0,0,82,0,0,0,0,0,0,0,93,70,83,0,0,0,0,0,0,75,0,76,0,0,75,78,0,75,0,0,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
78,75,81,75,80,75,85,75,75,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
85,75,86,75,85,75,87,75,87,75,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,73,96,73,82,73,81,73,79,73,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Interior,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,76,91,76,84,76,80,76,90,76,92,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,70,86,0,94,0,0,0,0,0,0,70,0,73,0,70,80,0,0,0,0,0,0,0,0,70,98,0,88,68,83,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,89,0,86,0,0,0,0,0,0,0,0,0,0,0,93,0,92,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
0,0,0,0,0,0,0,0,0,0,0,0,74,75,86,75,82,75,91,75,79,75,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,75,90,75,82,75,84,75,89,75,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,0,75,0,0,0,71,0,70,97,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,67,0,0,85,0,83,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
90,75,92,75,92,75,94,75,92,75,96,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,73,85,73,91,73,93,73,83,73,85,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Interior,1
87,70,77,70,87,70,82,70,80,70,88,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,67,83,67,80,67,81,67,80,67,85,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,75,62,72,75,75,72,72,75,74,63,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
94,0,0,0,0,72,0,70,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,70,0,76,0,75,89,76,0,0,65,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arsitektur,0
0,0,0,0,0,0,0,0,0,0,0,0,84,75,84,75,85,75,88,75,80,75,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
95,78,93,78,95,78,91,78,91,78,88,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
91,0,86,71,0,0,95,0,0,73,75,0,0,0,0,0,0,75,0,0,0,0,0,0,0,75,0,75,0,78,76,0,0,62,81,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,75,79,75,75,75,79,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,77,75,78,75,79,75,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
88,0,0,80,0,0,86,74,0,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,88,0,88,0,0,0,0,75,83,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
87,75,87,75,89,75,87,75,89,75,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,65,82,65,89,65,71,65,87,65,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,72,84,72,74,72,77,72,73,72,81,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Informasi,1
80,75,80,75,79,75,82,75,79,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
0,75,88,0,80,70,0,75,0,73,0,0,85,0,0,0,0,0,0,0,0,0,0,0,85,70,0,70,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,72,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,76,0,0,80,75,85,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
86,75,86,75,87,75,76,75,86,75,76,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,72,87,72,86,72,84,72,90,72,92,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,80,0,0,0,0,0,0,0,62,0,0,70,0,0,0,0,76,0,0,0,0,75,0,70,0,0,75,75,65,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,90,75,87,75,92,75,85,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
0,0,0,0,83,0,0,75,87,0,0,75,0,75,0,0,0,0,0,0,0,0,0,70,85,0,88,70,0,0,78,0,87,70,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,76,92,76,90,76,91,76,93,76,92,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,75,0,0,0,0,0,0,0,0,88,0,0,72,0,0,86,0,0,0,0,0,0,0,87,0,94,75,0,73,83,76,0,0,81,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
0,0,87,75,0,75,0,0,85,0,0,0,78,75,0,0,0,0,0,0,0,75,0,0,0,0,0,0,82,77,0,75,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
0,73,77,0,0,75,0,75,84,70,0,0,0,0,0,0,0,0,0,0,0,76,83,0,73,0,83,0,0,0,0,77,0,68,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,0
0,0,0,0,75,0,77,70,0,0,87,0,0,0,0,0,0,0,91,75,0,0,0,0,0,0,0,70,87,0,90,0,87,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Akuntansi,0
0,76,0,0,0,0,64,0,0,0,0,0,85,0,0,0,88,0,0,73,0,76,0,0,84,0,0,0,88,0,77,73,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
83,73,84,75,83,73,85,75,82,73,83,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
85,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,81,0,81,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Inggris,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,85,78,78,78,78,78,83,78,86,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,1
0,75,0,75,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,72,0,75,0,75,0,0,0,76,0,0,75,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
88,65,88,65,80,65,81,65,76,65,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,75,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70,0,70,0,0,86,76,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,70,75,83,75,85,75,75,75,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Inggris,1
90,78,0,0,95,0,0,0,0,75,0,0,0,0,78,0,85,0,88,0,0,0,0,76,0,70,0,0,80,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
81,70,82,70,89,70,87,70,79,70,84,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,73,0,72,80,0,0,76,0,0,0,80,0,0,0,0,0,75,0,0,0,72,0,0,0,75,79,72,0,75,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
0,0,0,70,86,75,87,0,0,70,0,0,82,0,0,0,0,0,0,0,0,0,0,75,0,60,91,75,0,0,0,75,85,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,0,0,0,0,0,0,0,0,0,0,0,81,75,78,75,94,75,86,75,78,75,80,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,1
77,75,77,75,75,75,75,75,72,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,86,75,87,75,84,75,86,75,88,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,70,81,70,78,70,80,70,78,70,78,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Seni Rupa dan Desain,1
0,0,0,0,0,0,0,0,0,0,0,0,82,70,79,70,87,70,80,70,88,70,84,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Informatika,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,75,75,75,80,75,83,75,84,75,84,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Sipil,1
83,70,86,70,83,70,81,70,82,70,85,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,73,50,73,75,73,54,73,51,73,62,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sastra Inggris,1
85,70,90,70,85,70,90,70,82,70,77,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Desain Komunikasi Visual,1
87,0,0,70,83,70,0,75,92,0,0,75,0,0,0,0,87,0,0,0,0,0,98,0,86,0,88,0,0,75,0,0,83,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter Gigi,0
0,0,0,70,98,75,0,0,87,76,94,78,0,75,0,70,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,78,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,75,0,0,88,0,0,0,87,0,78,0,0,0,0,75,0,0,88,0,0,0,0,0,0,70,Err:522,75,0,75,0,0,0,0,90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ilmu Hukum,0
0,0,0,75,0,0,91,0,0,0,0,0,0,73,0,70,0,0,0,0,0,72,0,0,0,0,78,70,0,72,0,74,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,0
0,71,86,0,0,75,0,0,75,62,0,0,0,0,0,72,0,0,0,0,0,0,83,0,80,0,0,0,0,75,81,78,81,80,63,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Teknik Industri,0
0,0,0,0,0,68,0,0,0,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,85,70,0,75,0,0,0,0,70,65,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,75,0,0,0,0,0,0,89,62,86,0,83,0,0,0,0,0,0,0,80,0,0,0,0,0,0,75,84,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Psikologi,0
0,0,0,0,0,0,77,70,83,75,89,70,0,0,0,0,0,0,0,0,80,0,0,0,0,75,90,75,0,0,85,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bahasa Mandarin,0
88,0,90,75,0,0,0,70,0,0,86,0,0,0,0,0,0,73,0,0,0,0,0,0,73,73,0,75,0,70,90,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manajemen,0
85,70,90,70,89,70,86,70,81,70,82,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sistem Komputer,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,84,70,91,70,86,70,93,70,91,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pendidikan Dokter,1
